fips,units_all,units_hcv
29093,23,23.0
29095,19934,10501.0
29097,2047,1051.0
29099,1429,819.0
29101,295,188.0
29103,35,35.0
29105,446,144.0
29107,486,195.0
29109,214,28.0
29111,17,17.0
29113,1001,1001.0
29115,252,13.0
29117,226,91.0
29119,260,11.0
29121,148,43.0
29123,80,48.0
29125,44,44.0
29127,676,207.0
29129,64,2.0
29131,110,46.0
29133,519,15.0
29135,40,22.0
29137,20,20.0
29139,133,101.0
29141,40,39.0
29143,605,83.0
29145,347,202.0
29147,403,225.0
29149,223,139.0
29151,26,25.0
29153,116,56.0
29155,1114,208.0
29157,67,35.0
29159,711,290.0
29161,603,258.0
29163,378,237.0
29165,540,195.0
29167,59,58.0
29169,240,146.0
29171,53,13.0
29173,43,43.0
29175,471,131.0
29177,326,139.0
29179,3,3.0
29181,94,35.0
29183,1964,1107.0
29185,115,19.0
29186,88,8.0
29187,877,744.0
29189,14572,9351.0
29195,482,108.0
29197,59,29.0
29199,98,54.0
29201,1020,321.0
29203,33,21.0
29205,42,12.0
29207,426,25.0
29209,59,30.0
29211,9,9.0
29213,267,115.0
29215,416,197.0
29217,441,117.0
29219,662,642.0
29221,299,183.0
29223,40,40.0
29225,122,50.0
29227,11,11.0
29229,464,164.0
29510,13560,5198.0
30001,117,29.0
30003,28,28.0
30005,34,9.0
30007,12,12.0
30009,62,43.0
30013,2434,1124.0
30015,43,9.0
30017,125,60.0
30021,72,52.0
30023,273,41.0
30025,15,
30027,148,81.0
30029,731,339.0
30031,711,420.0
30035,64,28.0
30039,9,9.0
30041,298,146.0
30043,48,13.0
30045,20,
30047,163,101.0
30049,1388,689.0
30051,10,
30053,134,53.0
30055,5,5.0
30057,16,16.0
30059,5,5.0
30061,21,21.0
30063,2124,1530.0
30065,62,12.0
30067,176,82.0
30071,43,11.0
30073,23,15.0
30075,1,1.0
30077,38,21.0
30079,3,3.0
30081,198,126.0
30083,229,110.0
30085,12,12.0
30087,9,9.0
30089,55,32.0
30091,16,8.0
30093,1108,814.0
30095,13,13.0
30097,1,1.0
30099,47,17.0
30101,55,7.0
30105,177,17.0
30107,15,15.0
30109,1,1.0
30111,2692,1438.0
31001,868,481.0
31003,90,10.0
31011,63,8.0
31013,293,195.0
31015,18,
31017,35,5.0
31019,726,151.0
31021,105,15.0
31023,67,
31025,105,4.0
31027,57,10.0
31029,30,
31031,38,15.0
31033,137,75.0
31035,65,
31037,91,10.0
31039,115,73.0
31041,182,1.0
31043,190,3.0
31045,43,25.0
31047,496,198.0
31049,30,
31051,50,12.0
31053,556,164.0
31055,10524,6773.0
31057,40,
31059,39,
31061,24,
31063,25,2.0
31065,112,
31067,409,215.0
31069,18,
31071,64,
31077,17,3.0
31079,1309,513.0
31081,38,
31083,34,
31087,14,2.0
31089,65,29.0
31093,54,6.0
31095,96,
31097,36,
31099,48,3.0
31101,62,32.0
31105,22,2.0
31107,124,7.0
31109,4671,3388.0
31111,808,207.0
31119,717,266.0
31121,88,40.0
31123,48,11.0
31125,40,20.0
31127,93,
31129,39,
31131,177,40.0
31133,53,
31135,22,1.0
31137,90,30.0
31139,28,28.0
31141,325,107.0
31143,51,
31145,225,77.0
31147,143,
31149,20,
31151,126,28.0
31153,1123,486.0
31155,100,6.0
31157,663,382.0
31159,85,3.0
31161,43,1.0
31163,54,10.0
31167,34,5.0
31169,43,13.0
31173,40,10.0
31175,152,4.0
31177,130,10.0
31179,62,27.0
31181,87,
31185,266,102.0
32001,89,49.0
32003,17127,12678.0
32005,258,206.0
32007,94,54.0
32009,1,1.0
32013,51,51.0
32015,34,6.0
32017,55,25.0
32019,194,164.0
32021,7,7.0
32023,396,396.0
32027,3,3.0
32029,4,4.0
32031,5240,3251.0
32033,4,4.0
32510,948,725.0
33001,830,507.0
33003,225,
33005,1378,813.0
33007,985,378.0
33009,817,165.0
33011,11225,7601.0
33013,1759,313.0
33015,2078,680.0
33017,2350,1325.0
33019,897,243.0
34001,7594,2965.0
34003,11782,8559.0
34005,1907,1099.0
34007,11075,4609.0
34009,1130,370.0
34011,4359,2124.0
34013,34869,15745.0
34015,4123,2799.0
34017,25777,11958.0
34019,816,693.0
34021,7404,2112.0
34023,10729,7633.0
34025,10307,5551.0
34027,3895,2443.0
34029,5574,4423.0
34031,11864,7880.0
34033,1286,567.0
34035,2307,1444.0
34037,894,454.0
34039,9069,4720.0
34041,1838,1060.0
35001,10356,6813.0
35003,4,4.0
35005,1304,1001.0
35006,306,107.0
35007,250,
35009,1089,643.0
35011,52,5.0
35013,2479,1652.0
35015,730,198.0
35017,711,501.0
35019,142,13.0
35021,2,2.0
35023,134,9.0
35025,752,235.0
35027,113,80.0
35028,96,88.0
35029,545,390.0
35031,507,25.0
35033,34,15.0
35035,514,271.0
35037,235,73.0
35039,273,60.0
35041,120,120.0
35043,558,454.0
35045,865,387.0
35047,554,178.0
35049,2256,1139.0
35051,410,182.0
35053,277,151.0
35055,645,456.0
35057,52,51.0
35059,57,7.0
35061,536,434.0
36001,8984,5544.0
36003,149,147.0
36005,123252,68892.0
36007,2839,1522.0
36009,962,479.0
36011,1373,870.0
36013,2414,1024.0
36015,2107,1057.0
36017,600,337.0
36019,1681,744.0
36021,937,542.0
36023,739,317.0
36025,880,686.0
36027,4843,3441.0
36029,24118,11760.0
36031,485,304.0
36033,1190,616.0
36035,1013,627.0
36037,965,527.0
36039,586,252.0
36041,17,9.0
36043,1236,821.0
36045,2641,1026.0
36047,121205,55663.0
36049,326,237.0
36051,553,363.0
36053,840,641.0
36055,17621,10828.0
36057,1338,873.0
36059,11593,5504.0
36061,95945,28552.0
36063,4846,2317.0
36065,6031,3240.0
36067,11236,5972.0
36069,1784,1118.0
36071,5929,4942.0
36073,378,241.0
36075,1782,1446.0
36077,414,220.0
36079,739,600.0
36081,38196,15573.0
36083,3596,2528.0
36085,11708,4665.0
36087,6870,4595.0
36089,1819,624.0
36091,2773,2060.0
36093,3753,2203.0
36095,284,284.0
36097,162,82.0
36099,460,375.0
36101,1627,930.0
36103,13896,10125.0
36105,2044,1206.0
36107,351,276.0
36109,2597,2210.0
36111,3357,2639.0
36113,1207,859.0
36115,570,490.0
36117,1311,821.0
36119,24052,16118.0
36121,226,172.0
36123,180,112.0
37001,2460,1102.0
37003,101,86.0
37005,224,189.0
37007,382,135.0
37009,418,333.0
37011,186,180.0
37013,990,386.0
37015,290,203.0
37017,541,230.0
37019,524,485.0
37021,4402,3409.0
37023,876,331.0
37025,1256,631.0
37027,1019,509.0
37029,34,28.0
37031,942,454.0
37033,372,258.0
37035,1781,1011.0
37037,525,508.0
37039,343,189.0
37041,468,240.0
37043,119,88.0
37045,1623,824.0
37047,781,524.0
37049,1981,953.0
37051,4221,2104.0
37053,174,169.0
37055,42,26.0
37057,1561,900.0
37059,272,190.0
37061,405,133.0
37063,5704,3418.0
37065,1502,494.0
37067,7841,4782.0
37069,470,283.0
37071,2674,1749.0
37073,9,9.0
37075,126,106.0
37077,532,137.0
37079,303,285.0
37081,10190,7072.0
37083,1639,887.0
37085,848,351.0
37087,1031,752.0
37089,937,489.0
37091,594,334.0
37093,231,134.0
37095,42,20.0
37097,1733,861.0
37099,376,318.0
37101,1756,631.0
37103,83,49.0
37105,886,603.0
37107,2001,857.0
37109,579,288.0
37111,306,199.0
37113,263,226.0
37115,348,193.0
37117,601,161.0
37119,10953,8698.0
37121,339,222.0
37123,317,83.0
37125,742,313.0
37127,1298,426.0
37129,3799,2076.0
37131,389,113.0
37133,1224,712.0
37135,1072,510.0
37137,45,36.0
37139,1427,776.0
37141,298,217.0
37143,249,115.0
37145,571,158.0
37147,3204,1413.0
37149,165,96.0
37151,1502,848.0
37153,1149,308.0
37155,2667,651.0
37157,867,227.0
37159,1969,869.0
37161,679,312.0
37163,615,208.0
37165,1656,1452.0
37167,666,339.0
37169,298,216.0
37171,809,313.0
37173,90,90.0
37175,375,173.0
37177,50,9.0
37179,806,555.0
37181,781,302.0
37183,7521,4851.0
37185,171,70.0
37187,525,236.0
37189,252,214.0
37191,2385,295.0
37193,1114,787.0
37195,1789,784.0
37197,304,133.0
37199,309,267.0
38001,16,16.0
38003,284,221.0
38005,49,19.0
38009,73,42.0
38011,39,39.0
38013,5,5.0
38015,1684,1153.0
38017,3302,2411.0
38019,24,24.0
38021,112,97.0
38025,5,5.0
38027,39,39.0
38029,48,7.0
38031,46,46.0
38033,35,4.0
38035,2298,1500.0
38037,17,7.0
38039,33,33.0
38043,9,1.0
38045,48,34.0
38049,36,28.0
38051,72,44.0
38053,40,20.0
38055,25,25.0
38057,72,32.0
38059,643,643.0
38061,47,8.0
38063,60,35.0
38065,5,5.0
38067,181,181.0
38069,45,45.0
38071,459,230.0
38073,106,95.0
38075,2,2.0
38077,270,134.0
38079,191,67.0
38081,53,41.0
38083,1,1.0
38089,643,428.0
38091,2,2.0
38093,846,759.0
38095,49,23.0
38097,119,67.0
38099,154,107.0
38101,1567,1071.0
38103,74,74.0
38105,352,135.0
39001,662,295.0
39003,2251,1005.0
39005,508,315.0
39007,1850,631.0
39009,1400,827.0
39011,196,27.0
39013,1597,279.0
39015,452,47.0
39017,4390,3044.0
39019,167,24.0
39021,336,88.0
39023,3218,1308.0
39025,2544,987.0
39027,795,296.0
39029,1476,609.0
39031,723,256.0
39033,886,406.0
39035,38904,16813.0
39037,556,316.0
39039,306,91.0
39041,844,401.0
39043,1717,1185.0
39045,1681,1091.0
39047,779,472.0
39049,24890,15396.0
39051,119,104.0
39053,366,185.0
39055,428,185.0
39057,2675,1466.0
39059,1151,692.0
39061,25740,11976.0
39063,1080,690.0
39065,291,73.0
39067,356,250.0
39069,84,27.0
39071,419,145.0
39073,554,314.0
39075,75,43.0
39077,749,591.0
39079,655,336.0
39081,1982,820.0
39083,776,544.0
39085,2287,1556.0
39087,748,236.0
39089,2239,1232.0
39091,726,230.0
39093,6408,3151.0
39095,12193,4629.0
39097,272,8.0
39099,5169,2280.0
39101,1189,612.0
39103,1386,698.0
39105,218,134.0
39107,116,16.0
39109,1740,995.0
39111,177,177.0
39113,12003,4869.0
39115,277,157.0
39117,267,136.0
39119,2135,946.0
39121,118,90.0
39123,372,146.0
39125,17,17.0
39127,507,219.0
39129,913,652.0
39131,805,550.0
39133,3001,1949.0
39135,267,56.0
39137,86,44.0
39139,2459,1860.0
39141,1191,566.0
39143,732,241.0
39145,2005,482.0
39147,564,204.0
39149,442,210.0
39151,6591,1849.0
39153,14245,5420.0
39155,3894,1255.0
39157,1066,615.0
39159,392,94.0
39161,80,19.0
39163,251,195.0
39165,1861,800.0
39167,1186,621.0
39169,1399,827.0
39171,127,87.0
39173,1175,302.0
39175,146,106.0
40001,132,33.0
40003,1,1.0
40005,138,5.0
40009,379,5.0
40011,113,1.0
40013,176,52.0
40015,273,6.0
40017,682,545.0
40019,434,71.0
40021,297,55.0
40023,536,183.0
40027,2559,1907.0
40029,99,
40031,1439,542.0
40033,63,1.0
40035,151,6.0
40037,759,265.0
40039,111,33.0
40041,39,17.0
40043,14,
40045,1,1.0
40047,481,110.0
40049,248,21.0
40051,269,35.0
40053,1,1.0
40055,116,
40057,25,1.0
40061,113,6.0
40063,132,3.0
40065,190,26.0
40067,202,
40069,108,8.0
40071,570,150.0
40073,30,
40075,315,1.0
40077,156,1.0
40079,271,40.0
40081,121,16.0
40083,451,92.0
40085,60,10.0
40087,79,79.0
40089,811,366.0
40091,24,23.0
40093,76,
40095,99,7.0
40097,237,20.0
40099,6,6.0
40101,1967,1053.0
40103,2,2.0
40105,105,2.0
40107,102,6.0
40109,16653,11422.0
40111,616,163.0
40113,994,576.0
40115,604,418.0
40117,62,6.0
40119,1111,722.0
40121,778,93.0
40123,548,124.0
40125,1177,578.0
40127,212,2.0
40129,22,
40131,421,158.0
40133,640,356.0
40135,260,57.0
40137,287,59.0
40139,1,1.0
40141,64,2.0
40143,12690,8343.0
40145,352,189.0
40147,607,32.0
40149,1,1.0
40151,80,1.0
40153,69,18.0
41001,253,233.0
41003,1269,1018.0
41005,3489,2573.0
41007,499,372.0
41009,724,692.0
41011,1150,741.0
41013,125,91.0
41015,189,147.0
41017,1440,1226.0
41019,1388,822.0
41021,1,1.0
41023,111,64.0
41025,114,44.0
41027,221,134.0
41029,3127,2477.0
41031,105,62.0
41033,1092,912.0
41035,1097,952.0
41037,41,41.0
41039,5288,3442.0
41041,832,567.0
41043,1887,1701.0
41045,524,347.0
41047,5509,4526.0
41049,23,23.0
41051,17192,12457.0
41053,1235,762.0
41055,12,12.0
41057,165,165.0
41059,802,324.0
41061,756,571.0
41063,79,45.0
41065,629,537.0
41067,4282,3342.0
41071,1697,1611.0
42001,855,642.0
42003,34931,14699.0
42005,1067,291.0
42007,4032,816.0
42009,464,311.0
42011,4431,1356.0
42013,3174,1448.0
42015,894,265.0
42017,5820,3698.0
42019,2675,2041.0
42021,3143,957.0
42023,86,11.0
42025,945,447.0
42027,1139,703.0
42029,4063,2454.0
42031,730,492.0
42033,996,325.0
42035,696,6.0
42037,712,473.0
42039,1248,310.0
42041,2213,1190.0
42043,6395,2726.0
42045,7371,4637.0
42047,576,220.0
42049,6199,2398.0
42051,3396,1172.0
42053,28,28.0
42055,1163,393.0
42057,148,131.0
42059,647,33.0
42061,596,198.0
42063,996,587.0
42065,818,318.0
42067,53,3.0
42069,6507,2091.0
42071,4106,2028.0
42073,1972,433.0
42075,1995,777.0
42077,6210,3481.0
42079,9119,2634.0
42081,1646,685.0
42083,1132,554.0
42085,2452,394.0
42087,640,221.0
42089,1021,521.0
42091,6024,3171.0
42093,332,156.0
42095,5163,2057.0
42097,2610,1159.0
42099,227,177.0
42101,48089,24342.0
42103,476,461.0
42105,386,295.0
42107,2644,1048.0
42109,459,303.0
42111,807,97.0
42113,115,38.0
42115,547,255.0
42117,721,214.0
42119,779,549.0
42121,1502,712.0
42123,424,73.0
42125,3205,1005.0
42127,385,254.0
42129,5760,1870.0
42131,483,394.0
42133,3617,1675.0
44001,1070,617.0
44003,4531,1185.0
44005,2773,1199.0
44007,27488,7664.0
44009,2590,892.0
45001,514,70.0
45003,2113,1169.0
45005,230,32.0
45007,2605,1041.0
45009,247,32.0
45011,386,34.0
45013,1322,638.0
45015,1205,819.0
45017,119,3.0
45019,7242,4089.0
45021,739,161.0
45023,552,293.0
45025,601,180.0
45027,397,122.0
45029,405,126.0
45031,997,313.0
45033,301,116.0
45035,1685,1021.0
45037,369,172.0
45039,240,112.0
45041,2505,1051.0
45043,628,167.0
45045,6278,3549.0
45047,1667,975.0
45049,236,16.0
45051,2191,1434.0
45053,113,18.0
45055,455,207.0
45057,675,253.0
45059,793,208.0
45061,225,81.0
45063,1759,995.0
45065,115,27.0
45067,864,218.0
45069,551,214.0
45071,830,273.0
45073,692,77.0
45075,1250,99.0
45077,873,326.0
45079,8676,4729.0
45081,190,110.0
45083,4901,2768.0
45085,1762,917.0
45087,711,274.0
45089,346,76.0
45091,2099,833.0
46003,3,2.0
46005,455,262.0
46007,36,1.0
46009,36,3.0
46011,609,392.0
46013,934,558.0
46015,68,
46019,227,106.0
46021,9,9.0
46023,36,
46025,14,14.0
46027,402,299.0
46029,602,301.0
46031,4,4.0
46033,22,
46035,519,143.0
46037,57,13.0
46039,47,47.0
46041,1,
46043,20,
46045,17,11.0
46047,253,19.0
46049,25,13.0
46051,200,91.0
46053,94,
46055,25,
46057,29,11.0
46059,69,7.0
46065,380,229.0
46067,40,
46069,11,
46071,30,
46073,20,
46075,32,
46077,46,11.0
46079,252,145.0
46081,459,341.0
46083,288,223.0
46085,18,2.0
46087,8,8.0
46089,3,3.0
46091,9,9.0
46093,274,138.0
46095,8,
46097,28,8.0
46099,3134,1936.0
46101,24,8.0
46102,1,
46103,2896,1438.0
46105,73,2.0
46107,2,2.0
46109,94,5.0
46111,2,2.0
46115,125,70.0
46117,21,11.0
46119,1,
46123,82,34.0
46125,36,2.0
46127,81,
46129,229,119.0
46135,502,128.0
47001,1709,797.0
47003,640,65.0
47005,105,7.0
47007,161,34.0
47009,484,121.0
47011,1220,229.0
47013,929,134.0
47015,119,1.0
47017,343,13.0
47019,1173,365.0
47021,46,46.0
47023,218,24.0
47025,268,26.0
47027,37,2.0
47029,590,46.0
47031,877,149.0
47033,57,11.0
47035,739,348.0
47037,18374,7504.0
47039,118,1.0
47041,290,5.0
47043,1486,1244.0
47045,831,58.0
47047,344,68.0
47049,159,33.0
47051,394,5.0
47053,847,54.0
47055,436,56.0
47057,134,19.0
47059,763,137.0
47061,142,7.0
47063,1130,280.0
47065,7957,3919.0
47067,84,33.0
47069,208,40.0
47071,173,6.0
47073,731,252.0
47075,454,267.0
47077,242,13.0
47079,477,21.0
47081,98,8.0
47083,61,2.0
47085,137,5.0
47087,72,4.0
47089,347,64.0
47091,187,66.0
47093,11107,4575.0
47095,290,12.0
47097,524,65.0
47099,392,23.0
47101,172,1.0
47103,392,63.0
47105,569,68.0
47107,1088,173.0
47109,139,15.0
47111,174,10.0
47113,3207,2088.0
47115,340,78.0
47117,509,89.0
47119,1017,449.0
47121,135,57.0
47123,313,47.0
47125,2117,1277.0
47127,2,1.0
47129,93,13.0
47131,674,25.0
47133,166,10.0
47135,24,
47137,25,2.0
47139,45,
47141,917,219.0
47143,613,309.0
47145,915,98.0
47147,767,238.0
47149,2155,1039.0
47151,400,43.0
47153,186,136.0
47155,597,98.0
47157,17701,9287.0
47159,178,5.0
47161,18,1.0
47163,2935,1578.0
47165,2172,1124.0
47167,847,325.0
47169,57,23.0
47171,178,38.0
47173,206,154.0
47175,46,
47177,708,19.0
47179,2297,656.0
47181,34,1.0
47183,372,7.0
47185,250,5.0
47187,562,412.0
47189,1203,675.0
48001,563,399.0
48003,18,18.0
48005,1858,1241.0
48007,113,63.0
48009,57,
48013,356,142.0
48015,185,19.0
48017,16,
48019,3,3.0
48021,403,148.0
48023,176,
48025,548,304.0
48027,4722,3441.0
48029,27895,16698.0
48031,55,6.0
48035,132,
48037,2528,2161.0
48039,1085,616.0
48041,2599,1846.0
48043,171,121.0
48045,7,7.0
48047,331,133.0
48049,831,487.0
48051,112,72.0
48053,441,276.0
48055,350,22.0
48057,156,106.0
48059,173,93.0
48061,7517,5352.0
48063,156,66.0
48065,29,29.0
48067,389,65.0
48069,23,23.0
48071,11,11.0
48073,661,375.0
48075,144,21.0
48077,42,
48079,1,1.0
48081,73,1.0
48083,253,4.0
48085,5349,4556.0
48087,36,3.0
48089,92,4.0
48091,712,307.0
48093,199,24.0
48095,34,
48097,680,384.0
48099,508,213.0
48101,60,
48105,3,3.0
48107,83,1.0
48109,35,
48111,11,11.0
48113,29403,21596.0
48115,163,113.0
48117,231,99.0
48119,92,8.0
48121,4369,4202.0
48123,393,106.0
48125,26,
48127,339,163.0
48129,75,4.0
48131,243,103.0
48133,374,52.0
48135,1904,1229.0
48139,900,530.0
48141,14343,6969.0
48143,333,51.0
48145,263,9.0
48147,549,511.0
48149,227,91.0
48151,104,
48153,97,19.0
48155,30,
48157,1783,1513.0
48159,101,44.0
48161,145,1.0
48163,346,158.0
48165,63,
48167,3812,2900.0
48169,94,4.0
48171,36,13.0
48175,61,14.0
48177,388,33.0
48179,217,109.0
48181,1798,994.0
48183,2090,1356.0
48185,166,8.0
48187,885,405.0
48189,501,266.0
48191,82,3.0
48193,88,
48195,10,
48197,117,30.0
48199,288,286.0
48201,38253,24638.0
48203,990,689.0
48207,51,1.0
48209,716,280.0
48211,1,1.0
48213,513,207.0
48215,9901,6843.0
48217,195,131.0
48219,235,177.0
48221,111,11.0
48223,263,204.0
48225,472,64.0
48227,597,286.0
48231,796,566.0
48233,264,66.0
48235,1,1.0
48237,14,
48239,191,138.0
48241,481,231.0
48245,8963,5209.0
48247,106,78.0
48249,773,227.0
48251,705,517.0
48253,188,12.0
48255,224,47.0
48257,2990,2818.0
48259,128,128.0
48265,159,62.0
48267,40,
48271,48,
48273,876,626.0
48275,101,
48277,968,480.0
48279,102,35.0
48281,98,28.0
48283,110,50.0
48285,141,2.0
48287,12,12.0
48289,76,4.0
48291,555,269.0
48293,234,96.0
48297,69,32.0
48299,123,73.0
48303,2922,1752.0
48305,72,2.0
48307,185,5.0
48309,4265,2769.0
48313,68,13.0
48315,99,25.0
48317,117,
48319,50,
48321,678,329.0
48323,1047,495.0
48325,175,65.0
48329,872,527.0
48331,380,156.0
48333,36,
48335,139,6.0
48337,101,11.0
48339,2145,604.0
48341,27,27.0
48343,263,72.0
48347,1544,1118.0
48349,681,66.0
48351,80,17.0
48353,351,35.0
48355,6180,3823.0
48357,11,11.0
48361,1300,846.0
48363,353,236.0
48365,69,37.0
48367,605,524.0
48369,13,13.0
48371,165,165.0
48373,391,76.0
48375,3046,2683.0
48377,65,65.0
48379,31,3.0
48381,1080,789.0
48387,239,44.0
48389,152,
48391,70,23.0
48395,417,73.0
48397,659,548.0
48399,134,
48401,262,101.0
48403,85,5.0
48405,134,12.0
48407,57,9.0
48409,1195,528.0
48411,49,
48413,40,
48415,145,115.0
48417,3,2.0
48419,337,57.0
48421,3,3.0
48423,1735,1102.0
48425,8,8.0
48427,460,326.0
48429,200,46.0
48433,47,47.0
48435,1,1.0
48437,167,69.0
48439,19483,15272.0
48441,2115,1726.0
48445,148,101.0
48447,32,
48449,309,247.0
48451,1667,1085.0
48453,11409,7164.0
48455,29,11.0
48457,99,13.0
48459,265,43.0
48461,10,
48463,395,265.0
48465,1200,839.0
48467,389,129.0
48469,1068,402.0
48471,486,255.0
48473,238,193.0
48475,108,16.0
48477,524,329.0
48479,2829,1678.0
48481,391,10.0
48483,9,9.0
48485,2403,1012.0
48487,299,83.0
48489,332,61.0
48491,1773,1184.0
48493,213,108.0
48495,26,2.0
48497,92,51.0
48499,133,15.0
48501,3,1.0
48503,306,27.0
48505,70,46.0
48507,524,213.0
49001,58,32.0
49003,341,213.0
49005,508,398.0
49007,535,306.0
49011,1988,1124.0
49013,107,88.0
49015,57,57.0
49019,111,76.0
49021,277,277.0
49033,1,1.0
49035,9912,7278.0
49037,5,5.0
49039,24,
49041,60,
49043,2,2.0
49045,311,238.0
49047,131,44.0
49049,2466,2064.0
49053,486,318.0
49057,2937,1597.0
50001,366,249.0
50003,888,749.0
50005,406,210.0
50007,4901,3827.0
50009,76,21.0
50011,1027,787.0
50013,112,59.0
50015,269,132.0
50017,310,134.0
50019,178,91.0
50021,1300,826.0
50023,1364,627.0
50025,1223,998.0
50027,1109,700.0
51001,402,402.0
51003,879,790.0
51005,393,26.0
51007,2,2.0
51009,88,88.0
51011,113,88.0
51013,2933,1820.0
51015,275,186.0
51017,1,1.0
51019,325,53.0
51023,8,7.0
51025,85,
51027,103,103.0
51029,95,95.0
51031,183,183.0
51033,46,12.0
51035,237,132.0
51037,1,1.0
51041,1425,1115.0
51043,21,21.0
51045,11,11.0
51047,319,164.0
51049,14,14.0
51051,341,251.0
51053,83,82.0
51057,45,45.0
51059,8260,5169.0
51061,218,144.0
51063,18,18.0
51065,44,43.0
51067,256,61.0
51069,142,84.0
51071,100,69.0
51073,210,134.0
51075,19,19.0
51077,124,76.0
51079,130,130.0
51081,44,38.0
51083,183,26.0
51085,441,273.0
51087,4024,1771.0
51089,204,204.0
51093,324,128.0
51095,248,181.0
51097,9,7.0
51099,23,18.0
51101,40,15.0
51103,147,60.0
51105,625,537.0
51107,1005,815.0
51109,132,42.0
51111,1,1.0
51113,25,25.0
51115,4,4.0
51117,99,7.0
51119,39,2.0
51121,821,324.0
51125,46,46.0
51127,4,4.0
51131,318,146.0
51133,38,30.0
51135,29,5.0
51137,103,89.0
51139,31,31.0
51141,36,36.0
51143,243,195.0
51145,4,4.0
51147,181,39.0
51149,146,146.0
51153,2551,2139.0
51155,449,147.0
51157,4,4.0
51159,9,9.0
51161,893,323.0
51163,129,59.0
51165,12,
51167,198,79.0
51169,318,207.0
51171,278,126.0
51173,616,250.0
51175,45,41.0
51177,1036,987.0
51179,705,534.0
51181,9,9.0
51183,176,125.0
51185,475,269.0
51187,230,130.0
51191,380,289.0
51193,188,25.0
51195,1245,934.0
51197,534,160.0
51199,306,306.0
51510,4232,2297.0
51520,1071,346.0
51530,103,37.0
51540,1267,679.0
51550,2996,2014.0
51570,245,235.0
51580,32,32.0
51590,2609,1205.0
51595,190,35.0
51600,95,81.0
51610,83,83.0
51620,574,289.0
51630,843,306.0
51640,260,121.0
51650,4421,3217.0
51660,1402,979.0
51670,1020,613.0
51678,130,13.0
51680,2501,1107.0
51683,230,230.0
51685,201,109.0
51690,538,269.0
51700,6629,3126.0
51710,9113,5344.0
51720,319,101.0
51730,1551,943.0
51735,9,9.0
51740,3850,2727.0
51750,330,130.0
51760,10335,3777.0
51770,4324,2006.0
51775,217,217.0
51790,622,158.0
51800,1792,1143.0
51810,3537,2184.0
51820,715,392.0
51830,174,70.0
51840,267,187.0
53001,109,
53003,392,224.0
53005,2321,1312.0
53007,807,523.0
53009,822,738.0
53011,5045,3643.0
53013,28,28.0
53015,1726,1451.0
53017,198,180.0
53019,47,30.0
53021,607,206.0
53025,765,237.0
53027,891,669.0
53029,510,322.0
53031,255,162.0
53033,36923,24489.0
53035,3410,2463.0
53037,484,250.0
53039,301,229.0
53041,579,247.0
53043,50,15.0
53045,234,114.0
53047,493,408.0
53049,184,157.0
53051,104,82.0
53053,10591,8503.0
53055,12,12.0
53057,1088,718.0
53059,165,129.0
53061,9095,7917.0
53063,8070,5396.0
53065,275,192.0
53067,2849,2317.0
53069,41,41.0
53071,1270,1065.0
53073,2783,1960.0
53075,395,248.0
53077,2039,1062.0
54001,248,121.0
54003,1009,263.0
54005,359,250.0
54007,125,77.0
54009,510,186.0
54011,3222,1396.0
54013,77,15.0
54015,13,13.0
54017,13,10.0
54019,684,311.0
54021,79,79.0
54023,128,64.0
54025,539,224.0
54027,166,66.0
54029,600,354.0
54031,28,28.0
54033,1406,634.0
54035,972,673.0
54037,268,68.0
54039,5763,2733.0
54041,287,47.0
54043,349,250.0
54045,569,354.0
54047,264,149.0
54049,1024,377.0
54051,580,106.0
54053,509,129.0
54055,958,414.0
54057,508,132.0
54059,777,295.0
54061,1077,675.0
54063,67,42.0
54065,28,16.0
54067,297,155.0
54069,1880,570.0
54071,2,2.0
54073,44,12.0
54075,5,5.0
54077,260,131.0
54079,489,448.0
54081,2246,1237.0
54083,673,405.0
54085,53,13.0
54087,259,150.0
54089,249,139.0
54091,308,40.0
54093,87,25.0
54095,43,19.0
54097,473,128.0
54099,996,680.0
54101,252,118.0
54103,288,83.0
54105,59,27.0
54107,2213,1244.0
54109,246,102.0
55001,44,37.0
55003,482,138.0
55005,766,233.0
55007,137,76.0
55009,4674,3669.0
55011,53,5.0
55013,136,9.0
55015,253,92.0
55017,870,454.0
55019,269,4.0
55021,449,86.0
55023,200,23.0
55025,6752,3556.0
55027,768,162.0
55029,364,260.0
55031,1359,183.0
55033,429,110.0
55035,1507,693.0
55037,76,8.0
55039,1333,445.0
55041,57,3.0
55043,493,144.0
55045,231,29.0
55047,206,15.0
55049,201,96.0
55051,126,8.0
55053,140,21.0
55055,851,48.0
55057,265,121.0
55059,2736,1483.0
55061,102,31.0
55063,1460,229.0
55065,141,51.0
55067,310,170.0
55069,411,51.0
55071,867,163.0
55073,1233,692.0
55075,676,246.0
55077,38,6.0
55078,13,
55079,22586,10290.0
55081,503,226.0
55083,241,132.0
55085,482,173.0
55087,1498,746.0
55089,381,126.0
55091,16,
55093,293,91.0
55095,371,52.0
55097,704,311.0
55099,152,12.0
55101,3120,1786.0
55103,379,207.0
55105,2739,1480.0
55107,216,13.0
55109,723,285.0
55111,774,386.0
55113,307,202.0
55115,428,56.0
55117,1092,368.0
55119,159,18.0
55121,335,229.0
55123,298,10.0
55125,75,15.0
55127,1152,535.0
55129,186,23.0
55131,814,429.0
